trip_category,total_viagens,avg_dist,avg_total,avg_tip
Muito Longa (>20 mi),404909,35.20130419427575,114.30154103761586,12.087533766846377
Longa (10–20 mi),2745353,14.967956029698186,82.95418990927578,9.840513420314254
Média (5–10 mi),3049615,7.28636682007401,49.04065877168102,6.08664285163865
Curta (1–5 mi),21878290,2.1417138048723188,22.77020163093185,2.9305784341463617
Muito Curta (<1 mi),7534445,0.6850724612098171,14.41564308850884,1.7947028135449925
